"GEO_ID","NAME","GEO_ID_F","NAICS2017","INDGROUP","SUBSECTOR","NAICS2017_F","NAICS2017_LABEL","INDLEVEL","SECTOR","OWNER_SEX","OWNER_SEX_LABEL","OWNER_ETH","OWNER_ETH_LABEL","OWNER_RACE","OWNER_RACE_LABEL","OWNER_VET","OWNER_VET_LABEL","QDESC","QDESC_LABEL","OWNCHAR","OWNCHAR_LABEL","YEAR","OWNPDEMP","OWNPDEMP_PCT","OWNPDEMP_S","OWNPDEMP_PCT_S"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","2917","24.4","3.8","1.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","759","26.6","15.3","3.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","11516","22.7","5.3","0.9"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","98","14.5","35.9","4.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","21797","23.2","3.4","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","118313","21.3","2.4","0.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","7015","23.4","5.6","1.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI01","2000 to 2007","2018","133095","21.5","2.4","0.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","111801","17.2","1.8","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","99138","16.8","1.8","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","2380","19.9","9.7","1.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","458","16.1","15.8","2.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","11096","21.9","6.5","1.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","119","17.6","34.7","5.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","19560","20.8","4.2","0.9"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","92242","16.6","1.6","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","6017","20.0","8.7","1.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI02","2008 to 2012","2018","105786","17.1","1.6","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","145104","22.4","1.3","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","125688","21.3","1.6","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","3230","27.0","11.5","2.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","783","27.5","17.9","4.7"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","16957","33.5","2.9","1.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","90","13.3","46.7","6.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","28950","30.8","2.8","0.9"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","116155","20.9","1.5","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","8595","28.6","6.4","1.5"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CI03","2013 to 2017","2018","136509","22.1","1.2","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","6951","1.1","8.5","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","6317","1.1","9.4","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","60","0.5","33.6","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","57","2.0","68.1","1.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","616","1.2","17.4","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","D","D","D","D"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","1025","1.1","17.8","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","5924","1.1","9.3","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","301","1.0","28.1","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CM03","2018","2018","6651","1.1","8.5","0.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","73413","11.3","2.1","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","68455","11.6","2.3","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","944","7.9","14.6","1.1"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","256","9.0","24.7","1.9"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","4187","8.3","8.4","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","239","35.4","27.6","9.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","7848","8.4","5.5","0.4"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","65567","11.8","2.5","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","2400","8.0","8.8","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CN","Don't know","2018","71012","11.5","2.2","0.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","649104","100.0","0.7","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","588947","100.0","0.9","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","11967","100.0","3.9","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","2852","100.0","7.0","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","50668","100.0","2.0","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","675","100.0","8.8","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","93896","100.0","1.3","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","555208","100.0","0.8","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","30023","100.0","2.8","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CO","Total reporting","2018","619079","100.0","0.7","0.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","23598","X","3.0","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","21615","X","3.4","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","446","X","26.9","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","213","X","35.3","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","1530","X","15.8","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","20","X","42.2","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","3060","X","12.4","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","20540","X","4.0","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","945","X","18.6","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","029","Non-Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O02","YRACQBUS","CP","Item not reported","2018","22654","X","3.5","X"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","00","All owners of respondent firms","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","507390","77.9","0.6","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","30","White","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","463936","78.5","0.7","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","40","Black or African American","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","8830","73.5","5.1","2.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","50","American Indian and Alaska Native","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","2026","69.4","5.3","3.2"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","60","Asian","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","36741","72.6","2.0","1.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","70","Native Hawaiian and Other Pacific Islander","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","501","77.7","16.5","8.0"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","90","Minority","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","69583","73.9","1.1","0.6"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","001","All owners of respondent firms","92","Nonminority","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","437808","78.6","0.7","0.3"
"0100000US","United States","null","54","null","null","null","Professional, scientific, and technical services","2","54","001","All owners of respondent firms","020","Hispanic","00","All owners of respondent firms","001","All owners of respondent firms","O05","PRIMINC","DE","Business was the owner's primary source of personal income","2018","23222","76.8","2.3","1.3"
